False,3,18,19,21,27,32,36,41,49,50,5
False,9,15,16,20,21,25,27,29,36,49,2
True,2,3,9,26,27,31,35,40,43,48,8
False,7,8,11,14,16,19,26,29,34,50,0
False,5,19,22,28,29,30,43,46,47,52,2
False,4,16,18,27,28,31,36,40,48,49,1
